fold,AoA,NN_MAE,NN_RMSE,NN_R2,RF_MAE,RF_RMSE,RF_R2,RMSE_gap_NN_minus_RF,winner
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0307856715999235,0.0558805014038688,0.990434955272882,-0.024083496088336827,Neural network
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0346581107019261,0.0536428396519813,0.9914462366264492,-0.021845834336449328,Neural network
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0478131916721425,0.0681939631483977,0.9854338766186128,-0.03639695783286572,Neural network
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0704169345898251,0.0842608255728966,0.974364427968865,-0.05246382025736463,Neural network
78,2.0,0.03301132101863095,0.043070050554411494,0.993302042988293,0.0307856715999235,0.0558805014038688,0.990434955272882,-0.012810450849457304,Neural network
78,2.0,0.03301132101863095,0.043070050554411494,0.993302042988293,0.0346581107019261,0.0536428396519813,0.9914462366264492,-0.010572789097569806,Neural network
78,2.0,0.03301132101863095,0.043070050554411494,0.993302042988293,0.0478131916721425,0.0681939631483977,0.9854338766186128,-0.0251239125939862,Neural network
78,2.0,0.03301132101863095,0.043070050554411494,0.993302042988293,0.0704169345898251,0.0842608255728966,0.974364427968865,-0.04119077501848511,Neural network
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0196827152797536,0.0318907984231185,0.9965388169947124,-0.0005819955916038025,Neural network
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0140255412019977,0.0245012297315155,0.9980507962896052,0.006807573099999194,Random forest tuned
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0307856715999235,0.0558805014038688,0.990434955272882,-0.024571698572354105,Neural network
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0346581107019261,0.0536428396519813,0.9914462366264492,-0.022334036820466606,Neural network
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0478131916721425,0.0681939631483977,0.9854338766186128,-0.036885160316883,Neural network
73,2.0,0.022797454881958695,0.031308802831514694,0.9966639949377962,0.0704169345898251,0.0842608255728966,0.974364427968865,-0.05295202274138191,Neural network
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0196827152797536,0.0318907984231185,0.9965388169947124,-9.379310758652476e-05,Neural network
74,2.0,0.02281746946120089,0.03179700531553197,0.9967171283498121,0.0140255412019977,0.0245012297315155,0.9980507962896052,0.0072957755840164715,Random forest tuned
85,3.0,0.04993697013976875,0.07911834099682213,0.9868015387139952,0.0458867172399767,0.0604628597335188,0.9902430322538066,0.018655481263303332,Random forest tuned
85,3.0,0.04993697013976875,0.07911834099682213,0.9868015387139952,0.0823824018711568,0.0982935747279402,0.9687249646562224,-0.01917523373111807,Neural network
