"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
285, 8.049457669258120e-001, -8.241767995059490e-003, 4.603028607101110e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.047108413667785e+005, 0.000000000000000e+000, 4.188433654671138e+004, 3.169847083107812e+002, 0.000000000000000e+000, 2.152449356018309e-001, 1.925200438635527e-005, 1.312408381454456e-003, 1.462141767115007e-004, -3.340462617856977e+001, 1.721776077035003e+000, 0.000000000000000e+000
311, 7.863141298294070e-001, -1.036873925477270e-002, 4.575292610463230e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.040632999471714e+005, 0.000000000000000e+000, 4.162531997886854e+004, 3.169341635164135e+002, 0.000000000000000e+000, 1.972903282424517e-001, 1.924967639696009e-005, 1.340670633487293e-003, 1.591616818174387e-004, -3.535382218026804e+001, 1.736240195880798e+000, 0.000000000000000e+000
337, 7.678796052932740e-001, -1.264218706637620e-002, 4.543042710396241e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.033105652657304e+005, 0.000000000000000e+000, 4.132422610629215e+004, 3.168752028382833e+002, 0.000000000000000e+000, 1.764189905305558e-001, 1.924696055733275e-005, 1.379242202260302e-003, 1.740022894651995e-004, -3.803061115899886e+001, 1.755091936416884e+000, 0.000000000000000e+000
363, 7.495508193969730e-001, -1.500672101974490e-002, 4.508999549994103e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.025155910357264e+005, 0.000000000000000e+000, 4.100623641429056e+004, 3.168108630260295e+002, 0.000000000000000e+000, 1.543764620862651e-001, 1.924399665966211e-005, 1.427264069264514e-003, 1.878325724780410e-004, -4.221100702091989e+001, 1.779140885612032e+000, 0.000000000000000e+000
389, 7.313483357429500e-001, -1.744982041418550e-002, 4.472731386640764e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.016688391831471e+005, 0.000000000000000e+000, 4.066753567325885e+004, 3.167418030009320e+002, 0.000000000000000e+000, 1.308982773963764e-001, 1.924081498814048e-005, 1.482194230787723e-003, 2.012112056852841e-004, -4.735244547344471e+001, 1.806452663183730e+000, 0.000000000000000e+000
415, 7.132214307785030e-001, -1.993851736187930e-002, 4.435697410236961e-001, 0.000000000000000e+000, 0.000000000000000e+000, 1.008040917121054e+005, 0.000000000000000e+000, 4.032163668484217e+004, 3.166697543638238e+002, 0.000000000000000e+000, 1.069211219010714e-001, 1.923749526251637e-005, 1.541068317615731e-003, 2.138349743389021e-004, -5.323489883688973e+001, 1.833815516032591e+000, 0.000000000000000e+000
441, 6.951977014541630e-001, -2.246599644422530e-002, 4.395074203964861e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.985616384712110e+004, 0.000000000000000e+000, 3.994246553884843e+004, 3.165913192721370e+002, 0.000000000000000e+000, 8.063759453824211e-002, 1.923388084909515e-005, 1.605439925403872e-003, 2.274237402564094e-004, -5.991549358680084e+001, 1.863975068742888e+000, 0.000000000000000e+000
467, 6.773055195808410e-001, -2.502630092203620e-002, 4.354438104645717e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.890789895527309e+004, 0.000000000000000e+000, 3.956315958210923e+004, 3.165112793709234e+002, 0.000000000000000e+000, 5.434472231371968e-002, 1.923019202729145e-005, 1.672603689281986e-003, 2.397444585397038e-004, -6.790483386116867e+001, 1.893397226654410e+000, 0.000000000000000e+000
493, 6.594728827476500e-001, -2.758665196597580e-002, 4.311353832447233e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.790282770429330e+004, 0.000000000000000e+000, 3.916113108171731e+004, 3.164258135797020e+002, 0.000000000000000e+000, 2.647676030676192e-002, 1.922625263203135e-005, 1.742694216076405e-003, 2.521484510326152e-004, -7.703125067019764e+001, 1.922701641467246e+000, 0.000000000000000e+000
519, 6.418011188507080e-001, -3.016339242458340e-002, 4.254730803011342e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.658434411089400e+004, 0.000000000000000e+000, 3.863373764435759e+004, 3.163187852060802e+002, 0.000000000000000e+000, -1.008129530554426e-002, 1.922131860598394e-005, 1.841303920315211e-003, 2.703450256217516e-004, -9.060752461446478e+001, 1.964641922413415e+000, 0.000000000000000e+000
545, 6.243042349815370e-001, -3.275020420551300e-002, 4.203511508106109e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.538948751489923e+004, 0.000000000000000e+000, 3.815579500595968e+004, 3.162121924888170e+002, 0.000000000000000e+000, -4.321150193366616e-002, 1.921640384392668e-005, 1.951395844222109e-003, 2.794332339361216e-004, -1.087283298381618e+002, 2.009455455909334e+000, 0.000000000000000e+000
571, 6.065399646759030e-001, -3.521266952157020e-002, 4.164035600902785e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.446124202109396e+004, 0.000000000000000e+000, 3.778449680843758e+004, 3.161036818179593e+002, 0.000000000000000e+000, -6.894928930871780e-002, 1.921139980840083e-005, 2.043990125534971e-003, 2.809158303632988e-004, -1.206157826015755e+002, 2.045809185447898e+000, 0.000000000000000e+000
597, 5.888153314590450e-001, -3.762762248516080e-002, 4.113602580939083e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.328035189120754e+004, 0.000000000000000e+000, 3.731214075648301e+004, 3.159789711048031e+002, 0.000000000000000e+000, -1.016922428475694e-001, 1.920564764998420e-005, 2.128341820714827e-003, 2.916500688544730e-004, -1.280335750912933e+002, 2.074793954216765e+000, 0.000000000000000e+000
623, 5.713157057762150e-001, -4.003950580954550e-002, 4.055928518296197e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.193103329076659e+004, 0.000000000000000e+000, 3.677241331630663e+004, 3.158364036354138e+002, 0.000000000000000e+000, -1.391052714818211e-001, 1.919907049253137e-005, 2.236624496735202e-003, 3.034089086932523e-004, -1.418123576292114e+002, 2.112484542231897e+000, 0.000000000000000e+000
649, 5.538190603256230e-001, -4.237503558397290e-002, 3.995988834476452e-001, 0.000000000000000e+000, 0.000000000000000e+000, 9.052937399734564e+004, 0.000000000000000e+000, 3.621174959893825e+004, 3.156861930347589e+002, 0.000000000000000e+000, -1.779695688116627e-001, 1.919213914315199e-005, 2.363656029916284e-003, 3.099630167856099e-004, -1.621737119310048e+002, 2.154887024497071e+000, 0.000000000000000e+000
675, 5.363336801528930e-001, -4.462694749236110e-002, 3.932412750340504e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.904335445885725e+004, 0.000000000000000e+000, 3.561734178354289e+004, 3.155242575739674e+002, 0.000000000000000e+000, -2.191729521537107e-001, 1.918466493494066e-005, 2.503883512974107e-003, 3.142946961769293e-004, -1.862767209811025e+002, 2.199503038446919e+000, 0.000000000000000e+000
701, 5.188096761703490e-001, -4.676951467990880e-002, 3.867681813648484e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.753081411165377e+004, 0.000000000000000e+000, 3.501232564466151e+004, 3.153556135018655e+002, 0.000000000000000e+000, -2.611116872322100e-001, 1.917687907411588e-005, 2.650111468808478e-003, 3.138952866231559e-004, -2.139808574620573e+002, 2.244119083047805e+000, 0.000000000000000e+000
727, 5.012295246124270e-001, -4.878489673137660e-002, 3.801608314741085e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.598753236070115e+004, 0.000000000000000e+000, 3.439501294428045e+004, 3.151798566735339e+002, 0.000000000000000e+000, -3.039027999614355e-001, 1.916876264817387e-005, 2.804022094734794e-003, 3.091936104841395e-004, -2.453185976962799e+002, 2.287248452936607e+000, 0.000000000000000e+000
753, 4.835794866085050e-001, -5.065427348017690e-002, 3.732965471954813e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.438501943694882e+004, 0.000000000000000e+000, 3.375400777477952e+004, 3.149935916694819e+002, 0.000000000000000e+000, -3.483362361295213e-001, 1.916015851750929e-005, 2.970039275912610e-003, 3.005490903834206e-004, -2.822403728481883e+002, 2.332201737538706e+000, 0.000000000000000e+000
779, 4.658685922622680e-001, -5.236319825053220e-002, 3.662632278304489e-001, 0.000000000000000e+000, 0.000000000000000e+000, 8.274515533913684e+004, 0.000000000000000e+000, 3.309806213565473e+004, 3.148035301186428e+002, 0.000000000000000e+000, -3.938053213608905e-001, 1.915137642463629e-005, 3.150397039746130e-003, 2.862280990249204e-004, -3.277493789383213e+002, 2.378356865186951e+000, 0.000000000000000e+000
